algorithm,n,time
four-hashmap,1313,0.2434389591217041
four-hashmap,1313,0.2234179973602295
four-hashmap,1313,0.23897600173950195
four-hashmap,1852,0.5649280548095703
four-hashmap,1852,0.5819218158721924
four-hashmap,1852,0.5669770240783691
four-hashmap,1852,0.5915498733520508
four-hashmap,1852,0.5719540119171143
four-hashmap,2611,1.6304988861083984
four-hashmap,2611,1.744687795639038
four-hashmap,2611,1.8043808937072754
four-hashmap,2611,1.6856689453125
four-hashmap,2611,1.746502161026001
four-hashmap,3682,3.847904920578003
four-hashmap,3682,3.749283790588379
four-hashmap,3682,3.751046895980835
four-hashmap,3682,3.764289140701294
four-hashmap,3682,3.7623608112335205
four-hashmap,5192,6.56856107711792
four-hashmap,5192,6.4449310302734375
four-hashmap,5192,6.448078155517578
four-hashmap,5192,5.970513820648193
four-hashmap,5192,6.438626050949097
four-hashmap,7321,13.498224973678589
four-hashmap,7321,13.478230953216553
four-hashmap,7321,13.254519939422607
four-hashmap,7321,12.764994859695435
four-hashmap,7321,13.243149042129517
