algorithm,n,time
three-hashmap,30,0.0617520809173584
three-hashmap,30,0.05930972099304199
three-hashmap,30,0.05946493148803711
three-hashmap,30,0.060137033462524414
three-hashmap,30,0.059278011322021484
three-hashmap,42,0.06014585494995117
three-hashmap,42,0.0600278377532959
three-hashmap,42,0.06015324592590332
three-hashmap,42,0.05936884880065918
three-hashmap,42,0.05952119827270508
three-hashmap,59,0.06119704246520996
three-hashmap,59,0.0599970817565918
three-hashmap,59,0.060555219650268555
three-hashmap,59,0.06095290184020996
three-hashmap,59,0.06006598472595215
three-hashmap,84,0.060311079025268555
three-hashmap,84,0.06118607521057129
three-hashmap,84,0.06075692176818848
three-hashmap,84,0.060914039611816406
three-hashmap,84,0.06057596206665039
three-hashmap,118,0.0625758171081543
three-hashmap,118,0.06058788299560547
three-hashmap,118,0.06263017654418945
three-hashmap,118,0.061730146408081055
three-hashmap,118,0.06247091293334961
three-hashmap,167,0.07356500625610352
three-hashmap,167,0.06299114227294922
three-hashmap,167,0.07488512992858887
three-hashmap,167,0.061798095703125
three-hashmap,167,0.07475996017456055
three-hashmap,235,0.07660102844238281
three-hashmap,235,0.0646519660949707
three-hashmap,235,0.06334161758422852
three-hashmap,235,0.06274676322937012
three-hashmap,235,0.06330418586730957
three-hashmap,332,0.06494903564453125
three-hashmap,332,0.06605195999145508
three-hashmap,332,0.0655679702758789
three-hashmap,332,0.06648707389831543
three-hashmap,332,0.06733202934265137
three-hashmap,468,0.07074785232543945
three-hashmap,468,0.08206415176391602
three-hashmap,468,0.08156728744506836
three-hashmap,468,0.0701899528503418
three-hashmap,468,0.08303999900817871
three-hashmap,660,0.08528709411621094
three-hashmap,660,0.08421087265014648
three-hashmap,660,0.07242608070373535
three-hashmap,660,0.08433008193969727
three-hashmap,660,0.07220721244812012
three-hashmap,931,0.07637405395507812
three-hashmap,931,0.07411026954650879
three-hashmap,931,0.0742499828338623
three-hashmap,931,0.07574200630187988
three-hashmap,931,0.07453632354736328
three-hashmap,1313,0.07942724227905273
three-hashmap,1313,0.07788705825805664
three-hashmap,1313,0.07876300811767578
three-hashmap,1313,0.07851195335388184
three-hashmap,1313,0.07755708694458008
three-hashmap,1852,0.08366227149963379
three-hashmap,1852,0.08506011962890625
three-hashmap,1852,0.0838160514831543
three-hashmap,1852,0.08264613151550293
three-hashmap,1852,0.08342409133911133
three-hashmap,2611,0.10177206993103027
three-hashmap,2611,0.10137796401977539
three-hashmap,2611,0.10128903388977051
three-hashmap,2611,0.10234379768371582
three-hashmap,2611,0.10304093360900879
three-hashmap,3682,0.11947393417358398
three-hashmap,3682,0.11812496185302734
three-hashmap,3682,0.11834883689880371
three-hashmap,3682,0.11739492416381836
three-hashmap,3682,0.11748003959655762
three-hashmap,5192,0.2190248966217041
three-hashmap,5192,0.18855881690979004
three-hashmap,5192,0.1898047924041748
three-hashmap,5192,0.18961000442504883
three-hashmap,5192,0.19107317924499512
three-hashmap,7321,0.25180888175964355
three-hashmap,7321,0.24997997283935547
three-hashmap,7321,0.24979877471923828
three-hashmap,7321,0.2506730556488037
three-hashmap,7321,0.24943804740905762
three-hashmap,10323,0.5286531448364258
three-hashmap,10323,0.5240662097930908
three-hashmap,10323,0.530745267868042
three-hashmap,10323,0.5265591144561768
three-hashmap,10323,0.5280146598815918
three-hashmap,14556,0.7826650142669678
three-hashmap,14556,0.7726180553436279
three-hashmap,14556,0.7802739143371582
three-hashmap,14556,0.772892951965332
three-hashmap,14556,0.7792720794677734
three-hashmap,20525,1.8908360004425049
three-hashmap,20525,1.8948140144348145
three-hashmap,20525,1.9305081367492676
three-hashmap,20525,1.8980817794799805
three-hashmap,20525,1.8970918655395508
three-hashmap,28940,2.873061180114746
three-hashmap,28940,2.882658004760742
three-hashmap,28940,2.8738718032836914
three-hashmap,28940,2.893725872039795
three-hashmap,28940,2.871056079864502
three-hashmap,40805,7.421570777893066
three-hashmap,40805,7.422039985656738
three-hashmap,40805,7.408550977706909
three-hashmap,40805,7.411905765533447
three-hashmap,40805,7.4081010818481445
three-hashmap,57536,11.361570119857788
three-hashmap,57536,11.420379877090454
three-hashmap,57536,11.413823127746582
three-hashmap,57536,11.655342817306519
three-hashmap,57536,11.385023832321167
four-quartic,30,0.0627591609954834
four-quartic,30,0.06082010269165039
four-quartic,30,0.06813478469848633
four-quartic,30,0.06112504005432129
four-quartic,30,0.05877494812011719
four-quartic,42,0.07470488548278809
four-quartic,42,0.061280012130737305
four-quartic,42,0.07271718978881836
four-quartic,42,0.06034398078918457
four-quartic,42,0.06047797203063965
four-quartic,59,0.07434797286987305
four-quartic,59,0.07468700408935547
four-quartic,59,0.07535600662231445
four-quartic,59,0.07395076751708984
four-quartic,59,0.08090901374816895
four-quartic,84,0.06994414329528809
four-quartic,84,0.06809592247009277
four-quartic,84,0.07706499099731445
four-quartic,84,0.06576108932495117
four-quartic,84,0.06396174430847168
four-quartic,118,0.06571412086486816
four-quartic,118,0.06437993049621582
four-quartic,118,0.06571102142333984
four-quartic,118,0.06627488136291504
four-quartic,118,0.06544899940490723
four-quartic,167,0.07327008247375488
four-quartic,167,0.07548284530639648
four-quartic,167,0.07257986068725586
four-quartic,167,0.07277417182922363
four-quartic,167,0.07299184799194336
four-quartic,235,0.09460091590881348
four-quartic,235,0.09503173828125
four-quartic,235,0.09368586540222168
four-quartic,235,0.09600830078125
four-quartic,235,0.0926980972290039
four-quartic,332,0.17702794075012207
four-quartic,332,0.1797788143157959
four-quartic,332,0.17787909507751465
four-quartic,332,0.17688870429992676
four-quartic,332,0.17874717712402344
four-quartic,468,0.496243953704834
four-quartic,468,0.4921877384185791
four-quartic,468,0.49304699897766113
four-quartic,468,0.5079669952392578
four-quartic,468,0.49773097038269043
four-quartic,660,1.7467372417449951
four-quartic,660,1.7623858451843262
four-quartic,660,1.7609930038452148
four-quartic,660,1.7390618324279785
four-quartic,660,1.7537009716033936
four-quartic,931,6.623294830322266
four-quartic,931,6.632851839065552
four-quartic,931,6.6893150806427
four-quartic,931,6.650661945343018
four-quartic,931,6.644123077392578
four-quartic,1313,25.187552213668823
four-quartic,1313,25.32142210006714
four-quartic,1313,25.23598623275757
four-quartic,1313,25.207886219024658
four-quartic,1313,25.476788997650146
four-cubic,30,0.06013894081115723
four-cubic,30,0.05984997749328613
four-cubic,30,0.05912923812866211
four-cubic,30,0.05938291549682617
four-cubic,30,0.05960512161254883
four-cubic,42,0.06317520141601562
four-cubic,42,0.06045889854431152
four-cubic,42,0.0607757568359375
four-cubic,42,0.060887813568115234
four-cubic,42,0.059422969818115234
four-cubic,59,0.060131072998046875
four-cubic,59,0.06102776527404785
four-cubic,59,0.06410694122314453
four-cubic,59,0.061077117919921875
four-cubic,59,0.06073784828186035
four-cubic,84,0.06438398361206055
four-cubic,84,0.06208467483520508
four-cubic,84,0.0629887580871582
four-cubic,84,0.06348085403442383
four-cubic,84,0.061876773834228516
four-cubic,118,0.07469725608825684
four-cubic,118,0.07452797889709473
four-cubic,118,0.06362390518188477
four-cubic,118,0.07624101638793945
four-cubic,118,0.06295490264892578
four-cubic,167,0.07692599296569824
four-cubic,167,0.07806181907653809
four-cubic,167,0.07858109474182129
four-cubic,167,0.07786107063293457
four-cubic,167,0.07740497589111328
four-cubic,235,0.06708407402038574
four-cubic,235,0.06666803359985352
four-cubic,235,0.06712484359741211
four-cubic,235,0.0675821304321289
four-cubic,235,0.06579303741455078
four-cubic,332,0.07030081748962402
four-cubic,332,0.06835103034973145
four-cubic,332,0.0689699649810791
four-cubic,332,0.06995606422424316
four-cubic,332,0.06987690925598145
four-cubic,468,0.07594919204711914
four-cubic,468,0.07404112815856934
four-cubic,468,0.07425785064697266
four-cubic,468,0.07529497146606445
four-cubic,468,0.07407903671264648
four-cubic,660,0.0879678726196289
four-cubic,660,0.09206509590148926
four-cubic,660,0.0921010971069336
four-cubic,660,0.08918023109436035
four-cubic,660,0.08935189247131348
four-cubic,931,0.12433505058288574
four-cubic,931,0.12977194786071777
four-cubic,931,0.1255931854248047
four-cubic,931,0.12742209434509277
four-cubic,931,0.12752985954284668
four-cubic,1313,0.22064709663391113
four-cubic,1313,0.22300386428833008
four-cubic,1313,0.22180676460266113
four-cubic,1313,0.22229599952697754
four-cubic,1313,0.22342777252197266
four-cubic,1852,0.48529696464538574
four-cubic,1852,0.4873361587524414
four-cubic,1852,0.4849100112915039
four-cubic,1852,0.4840521812438965
four-cubic,1852,0.4824199676513672
four-cubic,2611,1.2012369632720947
four-cubic,2611,1.2077460289001465
four-cubic,2611,1.2077419757843018
four-cubic,2611,1.2012181282043457
four-cubic,2611,1.2056021690368652
four-cubic,3682,3.2135369777679443
four-cubic,3682,3.2080020904541016
four-cubic,3682,3.2118008136749268
four-cubic,3682,3.207465887069702
four-cubic,3682,3.2063090801239014
four-cubic,5192,8.80029582977295
four-cubic,5192,8.80187177658081
four-cubic,5192,9.321339130401611
four-cubic,5192,8.714052200317383
four-cubic,5192,8.677727937698364
four-cubic,7321,23.956008911132812
four-cubic,7321,24.148778915405273
four-cubic,7321,24.320027112960815
four-cubic,7321,24.942028999328613
four-cubic,7321,23.93929886817932
four-hashmap,30,0.061289072036743164
four-hashmap,30,0.05880403518676758
four-hashmap,30,0.060282230377197266
four-hashmap,30,0.059557199478149414
four-hashmap,30,0.060218095779418945
four-hashmap,42,0.060456037521362305
four-hashmap,42,0.05964088439941406
four-hashmap,42,0.05986189842224121
four-hashmap,42,0.06001687049865723
four-hashmap,42,0.06326603889465332
four-hashmap,59,0.06085395812988281
four-hashmap,59,0.06228923797607422
four-hashmap,59,0.06354689598083496
four-hashmap,59,0.060491085052490234
four-hashmap,59,0.059988975524902344
four-hashmap,84,0.09065079689025879
four-hashmap,84,0.06282401084899902
four-hashmap,84,0.06132817268371582
four-hashmap,84,0.0627889633178711
four-hashmap,84,0.06167483329772949
four-hashmap,118,0.07619524002075195
four-hashmap,118,0.07383203506469727
four-hashmap,118,0.07630515098571777
four-hashmap,118,0.07523298263549805
four-hashmap,118,0.07669591903686523
four-hashmap,167,0.07968997955322266
four-hashmap,167,0.08009600639343262
four-hashmap,167,0.0793757438659668
four-hashmap,167,0.07883477210998535
four-hashmap,167,0.07888603210449219
four-hashmap,235,0.08487105369567871
four-hashmap,235,0.07160592079162598
four-hashmap,235,0.08495903015136719
four-hashmap,235,0.08522486686706543
four-hashmap,235,0.19356203079223633
four-hashmap,332,0.09661483764648438
four-hashmap,332,0.09288287162780762
four-hashmap,332,0.09280109405517578
four-hashmap,332,0.09592032432556152
four-hashmap,332,0.09538602828979492
four-hashmap,468,0.08887076377868652
four-hashmap,468,0.10350489616394043
four-hashmap,468,0.10974526405334473
four-hashmap,468,0.10398292541503906
four-hashmap,468,0.10282492637634277
four-hashmap,660,0.10757303237915039
four-hashmap,660,0.10775494575500488
four-hashmap,660,0.10481405258178711
four-hashmap,660,0.10484719276428223
four-hashmap,660,0.1057889461517334
four-hashmap,931,0.14282512664794922
four-hashmap,931,0.14506006240844727
four-hashmap,931,0.14061999320983887
four-hashmap,931,0.13941502571105957
four-hashmap,931,0.14057111740112305
four-hashmap,1313,0.23796701431274414
four-hashmap,1313,0.2362689971923828
four-hashmap,1313,0.2383098602294922
four-hashmap,1313,0.24053096771240234
four-hashmap,1313,0.240861177444458
four-hashmap,1852,0.5728318691253662
four-hashmap,1852,0.562514066696167
four-hashmap,1852,0.5532858371734619
four-hashmap,1852,0.5504481792449951
four-hashmap,1852,0.5677039623260498
four-hashmap,2611,1.6056089401245117
four-hashmap,2611,1.652785301208496
four-hashmap,2611,1.627593994140625
four-hashmap,2611,1.6134159564971924
four-hashmap,2611,1.619859218597412
four-hashmap,3682,3.4713521003723145
four-hashmap,3682,3.5295159816741943
four-hashmap,3682,3.495453119277954
four-hashmap,3682,3.553208827972412
four-hashmap,3682,3.505892038345337
four-hashmap,5192,6.022166967391968
four-hashmap,5192,6.164222002029419
four-hashmap,5192,5.871669054031372
four-hashmap,5192,5.812052011489868
four-hashmap,5192,5.760338068008423
four-hashmap,7321,12.696292161941528
four-hashmap,7321,12.717604160308838
four-hashmap,7321,12.721056938171387
four-hashmap,7321,12.613626956939697
four-hashmap,7321,12.813347101211548
four-hashmap,10323,27.352681875228882
four-hashmap,10323,26.948916912078857
four-hashmap,10323,27.12294292449951
four-hashmap,10323,26.906373023986816
four-hashmap,10323,27.576812028884888
