algorithm,n,time
quadratic,20525,0.21001887321472168
quadratic,20525,0.2049238681793213
quadratic,28940,0.31687092781066895
quadratic,28940,0.3116171360015869
quadratic,28940,0.31537318229675293
quadratic,28940,0.3321108818054199
quadratic,28940,0.3190782070159912
quadratic,40805,0.5268661975860596
quadratic,40805,0.5729310512542725
quadratic,40805,0.5195119380950928
quadratic,40805,0.5222330093383789
quadratic,40805,0.5242211818695068
quadratic,57536,0.919105052947998
quadratic,57536,0.9120640754699707
quadratic,57536,0.9128010272979736
quadratic,57536,0.9404549598693848
quadratic,57536,0.9208929538726807
quadratic,81126,1.7176029682159424
quadratic,81126,1.6919963359832764
quadratic,81126,1.6939940452575684
quadratic,81126,1.7014830112457275
quadratic,81126,1.7038757801055908
quadratic,114387,3.2256739139556885
quadratic,114387,3.2242119312286377
quadratic,114387,3.2544429302215576
quadratic,114387,3.2518367767333984
quadratic,114387,3.260413885116577
quadratic,161286,6.335820913314819
quadratic,161286,6.3496010303497314
quadratic,161286,6.3116631507873535
quadratic,161286,6.298289060592651
quadratic,161286,6.257158994674683
quadratic,227414,12.354356050491333
quadratic,227414,12.289247035980225
quadratic,227414,12.268550872802734
quadratic,227414,12.283282995223999
quadratic,227414,12.3106529712677
quadratic,320654,24.195866107940674
quadratic,320654,24.17931818962097
quadratic,320654,24.119645357131958
quadratic,320654,24.148404836654663
quadratic,320654,24.148250341415405
hashmap,30,0.05899190902709961
hashmap,30,0.057392120361328125
hashmap,30,0.05736494064331055
hashmap,30,0.05798196792602539
hashmap,30,0.05703997611999512
hashmap,42,0.05710101127624512
hashmap,42,0.05750584602355957
hashmap,42,0.05820584297180176
hashmap,42,0.05861401557922363
hashmap,42,0.05781292915344238
hashmap,59,0.059416770935058594
hashmap,59,0.05865120887756348
hashmap,59,0.05841684341430664
hashmap,59,0.05815696716308594
hashmap,59,0.05902576446533203
hashmap,84,0.06007027626037598
hashmap,84,0.05888986587524414
hashmap,84,0.059442996978759766
hashmap,84,0.0593259334564209
hashmap,84,0.058775901794433594
hashmap,118,0.05968499183654785
hashmap,118,0.05977010726928711
hashmap,118,0.06121182441711426
hashmap,118,0.059818267822265625
hashmap,118,0.05986928939819336
hashmap,167,0.0601961612701416
hashmap,167,0.07440614700317383
hashmap,167,0.07369208335876465
hashmap,167,0.06077694892883301
hashmap,167,0.07339000701904297
hashmap,235,0.06305313110351562
hashmap,235,0.06288719177246094
hashmap,235,0.06209111213684082
hashmap,235,0.0747520923614502
hashmap,235,0.06333112716674805
hashmap,332,0.06536674499511719
hashmap,332,0.06591916084289551
hashmap,332,0.06562423706054688
hashmap,332,0.06594586372375488
hashmap,332,0.0657491683959961
hashmap,468,0.06627321243286133
hashmap,468,0.08041977882385254
hashmap,468,0.0697479248046875
hashmap,468,0.06812000274658203
hashmap,468,0.06832504272460938
hashmap,660,0.07261180877685547
hashmap,660,0.0856471061706543
hashmap,660,0.08579802513122559
hashmap,660,0.07232022285461426
hashmap,660,0.08587098121643066
hashmap,931,0.07557225227355957
hashmap,931,0.07442378997802734
hashmap,931,0.07540702819824219
hashmap,931,0.07598614692687988
hashmap,931,0.0749819278717041
hashmap,1313,0.08086609840393066
hashmap,1313,0.07982897758483887
hashmap,1313,0.07987093925476074
hashmap,1313,0.08137702941894531
hashmap,1313,0.07924509048461914
hashmap,1852,0.08746218681335449
